,review_comment_message,is_good_review
12335,Meu pedido foi entregue pela metade comprei duas cadeiras uma foi entregue dia 09.12.2017 e a outra ainda não tive respostas,0
12336,"Entrega super rápida. O pagamento foi confirmado no período da noite e logo pela manhã já haviam encaminhado aos correios. Parabéns pela agilidade! Quanto ao produto, é exatamente o que esperava!",1
12337,Demorou muito para chegar e não vem orientação de instalação do produto.,0
12338,Boa a entrega produto de qualidade ,1
12339,"Faltou cuidado no empacotamento ou fabricação de peça do produto, montagem impossível. Tentando com o fornecedor, que não é a targaryen, mas Storecadeiras envio de peça certa.",0
12340,ok,1
12341,Excelente loja . Produto entregue rapidamente !,1
12342,Chegou corretamente e antes do prazo! ,1
12343,Comprei um controle remoto e passados quase trinta dias ainda não o recebi.,0
12344,Normalmente parceiros das lojas entregam no limite do prazo. Porém recebi o produto em três dias. Na caixa recebi ainda um extensor de IR não mencionado que pensei que teria que comprar a parte.,1
12345,"Comprei 2 pendentes e tiver que ir buscar no correios , quando olha em casa tinha so 1 e outro cade?? Alem de eu paga o frete tenho ir longe buscar no correio , estou esperando resposta sobre o outro.",0
12346,"Tudo certinho, recomendo.",1
12347,Otimo produto. Igual a foto.,1
12348,Nada a acrescentar,1
12349,"O anúncio é de um combo de 2 produtos, mas veio apenas um.",0
12350,Deveriam especificar o material do produto bem inferior a foto,0
12351,"Recebi parcialmente o pedido, veio as duas luminarias pendentes. Faltou o lustre aramado, entrei em contato aguardando retorno de uma posição de entrega do produto. ",1
12352,"Super recomendo, entrega rápida como sempre.",1
12353,"ótimo atendimento, o prazo da entrega superou minhas expectativas, o produto chegou muito bem embalado sendo preservada toda a qualidade oferecida pelo fabricante ou seja sem defeitos ou quebradura.",1
12354,Muito boa compra,1
12355,Relógio muinto bonito bom custo benefício recomendo ,1
12356,"aparentemente cartucho funcionando tudo certinho, e a impressora reconheceu como original",1
12357,Eu recebi os produtos parciais eu comprei três so recebi 02 estou esperando ,0
12358,Bom ! ,1
12359,Cancelei o pedido 30 vezes mas a lannister continua mandando mensagens.,0
12360,Entregue antes da data e em perfeito estado....,1
12361,"Fiz um bom negocio em comprar em um site con
fiável.",1
12362,Tenho comprado algumas vezes neste site e tenho recebido em perfeito estado e antes do tempo previsto.,1
12363,"Recebemos os produtos e já estão em operação.
Obrigado!!!",1
12364,muito bom recomendo,0
12365,Gostei muito do atendimento!,1
12366,Muito bom o produto.,1
12367,Faltou a grama,0
12368,Produto entregue dentro do prazo tudo ok,1
12369,Muito Boa ,1
12370,Produto ótimo chegou super rápido amei,1
12371,"Chegou bem antes do tempo 
Só a bateria que veio com defeito ,mas de resto tudo certo",1
12372,Muito boa,1
12373,"Foi conforme ,o combinado.",1
12374,muito bom,1
12375,SATISFEITO,1
12376,Veio como eu esperava produto muito adorei recomendo a todos!!,1
12377,Produto conforme anunciado,1
12378,ok,1
12379,"Comprei dois produtos, 1 Sling (recebi) e 1 almofada de amamentação (não entregue). Dentro da pequena caixa do Sling veio a NF referente aos dois produtos, porém só recebi 1.",0
12380," Meus sapatos ficaram uma maravilha. Tudo organizado. Só não cabe sapatos grandes.
",1
12381,"É muito frágil, poderia ter uma qualidade melhor , não valeu a pena pôs o valor com o Freti eu compraria coisa de melhor qualidade , pagamos o frete para não entregar em nossa casa .",1
12382,"Muito bom essa loja !!
Parabéns!",1
12383,"O produto foi entregue no prazo, até agora tá bom ... .............................já mandei instalar e funciona muito bem..............................................................................",1
12384,produto não veio conforme o comprado.,0
12385,"Muito bom, chegou no prazo. Perfeito",1
12386,"Comprei uma mochila para adulto, mandaram a mesma para juvenil, muito pequena, gostaria de trocar por uma maior.",1
12387,"AMEI O GORRO, É LINDO E COM ÓTIMO PREÇO. RECOMENDO SEM DÚVIDA!",1
12388,Bom ,0
12389,"Tapete Infantil Formato Margarida Dupla Para Quarto
Conteúdo da Embalagem:
01 Margarida Dupla 1,30m x 1,18m
No site constava o tamanho acima o recebido é de 0.77x 0.60cm super pequeno não gostei",0
12390,Chegou bem rápido ,1
12391,Ótima carteira. ,1
12392,"Recomendo , chegou bem do jeitinho que estava na descrição 
Vendedor muito amável.",1
12393,"O PRODUTO NÃO FOI ENTREGUE E ESTÁ COM STATUS DE ENTREGUE, SE FOI ENTREGUE, NÃO FOI NA MINHA CASA, PAGUEI PELO PRODUTO E QUERO RECEBER O MESMO..

ESTOU SUPER DECEPCIONADO E ABORRECIDO COM A AMERICANA",0
12394,"Minha compra transcorreu perfeitamente, desde a compra até a entrega! Recomendo. ",1
12395,recomendo,0
12396,As peças vinheram desmontadas e algumas delas vinheram maiores dificultando a montagem das peças.,0
12397,"Bom dia
Eu comprei duas capinhas mas so recebi uma ate o momento
Peço por favor para vocês da uma olhada qual foi o problema
Muito obrigado.",1
12398,Até a data de hoje não recebi o produto pago há quase um mês. ,0
12399,"Só recebi o produto pq fui buscar nós Correios. Se eu soubesse que teria que buscar nos Correios Jamais teria comprado.Um transtorno total, um falta de respeito com o consumidor.",0
12400,Não recebi,0
12401,Não recebi o produto ainda!,0
12402,"Muito rápido e ágil a entrega, muito bom! ",1
12403,mais ou menos o produto veio faltando uma peca,0
12404,"vou recomendar o site , muito satisfeito",1
12405,"Produto conforme o combinado


",1
12406,"Atendimento horrível, fiquei esperando o produto por mais de um mês, não recomendo pra ninguém ",0
12407,Qualidade fica a desejar! ,0
12408,Tudo de bom!,1
12409,"está faltando 01 item, gostaria de saber quando vai ser entregue.",0
12410,MUITO BOM,1
12411,"Meu produto chegou , mas estava derramando , intornando, apesar de lacrado ",0
12412,"Más ja cancelei. 
Poderia desfazer o cancelamento por favor ",1
12413,"Sempre compro no lannister.com, porém dessa vez tive uma experiência ruim, já passou o prazo de entrega e eu não recebi minhas poltronas além de ter pago um frete abusivo",0
12414,E ainda gastei no correio com embalagem,0
12415,"Não faz nem uma semana que recebi o produto e ele já deu defeito. Estou extremamente decepcionada, porque tomei o maior cuidado do mundo e mesmo assim o carregador simplesmente parou de carregar.",0
12416,"Sou policial civil no RJ e necessitava do produto para investigar. Me cobraram frete é paguei. Produto filma mas não grava áudio de voz. Queria fazer a troca, mas não quero pagar frete para entrega. ",0
12417,Produto chegou no prazo. Muito bom.,1
12418,Recebi certinho chegou antes do prazo pelos correios,1
12419,"O produto não foi entregue totalmente, Cobraram 4 embalagens e só entregaram duas. Valor cobrado no cartão 4x61,13",0
12420,Apenas é muito demorado o prazo de entrega.,0
12421,"Recebi bem antes do prometido, em perfeitas condições. Nota 1000",1
12422,"Antes da entrega havia cancelado a compra mas mesmo assim, o produto foi entregue",0
12423,Produto com defeito,0
12424,"Gostei. Aplicação delicada pelos detalhes e porque comprei o menorzinho, mas deu certo.",1
12425,entrega super rápida e ótimo produto,1
12426,Não recebi ainda. MAS está ainda no prazo de entrega. ESTOU ESPERANDO QUE ENTREGUEM NO PRAZO COMBINADO. NÃO TENHO AINDA COMO AVALIAR O VENDEDOR. E ENTREGA.,0
12427,"Recebi o produto como descrito , entrega super rápida em 3 dias ...agora vou começar a usar pra ver o resultado 😉",1
12428,...,1
12429,"Muito lindo, ficou perfeito na minha cama.
",1
12430,"Acontece que, na mesma semana, comprei outro relógio da mesma marca em outro site, e este enviou-me dentro de uma caixa da Orient mesmo, o que não aconteceu com o relógio comprado pela site lannister",0
12431,lindooo,1
12432,Recebi o produto no prazo. Veio com defeito mas a lannister já esta providenciando a troca.,1
12433,"considerando o bom preço, produto muito bom, me atende bem.",1
12434,recebi a mercadoria + comprei pra um amigo e acho q esta tudo legal!,1
12435,"Não usei ainda mas o material parece ser bom, gostei!!
",1
12436,não posso falar se o produto é bom ao fim a que se destina pq nunca tinha usado antes ainda. Mas chegou ok e bem embalado. ,1
12437,Vcs são bons pra. Vender mas não dão suporte nenhum,0
12438,Muito bom,1
12439,"Produto muito bom. não solta fios, cheiroso, bem acabado. boa costura. recomendo muito. excelente presente.",1
12440,Veio faltando não era o que eu queria quero devolver,0
12441,RECOMENDO !!! ,1
12442,Obrigada,1
12443,"muito bom, super recomendado.",1
12444,Não recebi o produto favor me informe quando chegará ,0
12445,Bom,1
12446,Solicito entrega da mercadoria,0
12447,"Produto aderente, fácil aplicação, sem nenhum defeito 

Ficou lindo no quarto do meu Bernardo ;)",1
12448,"nao tive problemas, indico",1
12449,"Faz pouco tempo que tô tomando, não dá pra falar muita coisa, más pelo menos é diurético.",1
12450,"Estou muito satisfeito com o meu produto que comprei pra minha filha , chegou antes do prazo previsto muito bom msm esse loja.",1
12451,"Chegou suuuper rápido!
Material ótimo!
Lindas bolsas!",1
12452,Chegou super rápido ,1
12453,"Veio bem antes do prazo, bem embalado, ótimo acabamento...",1
12454,"Muito bom o produto
Superou nossas expectativas ",1
12455,Tudo certo,1
12456,"Produto entregue antes do prazo,em perfeitas condições.
Amei sempre compro e vou continuar comprando.",1
12457,Recomendo,1
12458,"Quanto a entrega excelente, o produto ainda não posso falar recebi ontem ",1
12459,Chegou bem antes do prazo marcado. Fiquei extremamente satisfeita.,1
12460,"o produto é sensacional. Houve atraso na entrega, mas recebi aviso sobre isso. Recomendo tudo.",1
12461,"Produto excelente e entrega rápida, apesar do valor cobrado pelo frete.. ",1
12462,"AINDA NÃO RECEBI O JOGO DE LENÇOL, JÁ FIZ RECLAMAÇÃO E A EMPRESA NÃO ENTRA EM CONTATO",0
12463,Produto embalado com todo cuidado e entregue antes do prazo. Perfeito!,1
12464,"entrega rapida, e correta gostei muito",1
12465,"A cadeira chegou bem embalada e antes do prazo. Recomendo as outros compradores
Vera",1
12466,gostei!,1
12467,Adorei a bolsa inclusive as vasilhas que vem dentro ate tamanho é otimo,1
12468,Agradeço por entregarem antes do prazo...,1
12469,recomendo produto chegou antes do prazo final ,1
12470,"Boa tarde!
Quero saber onde está minha mercadoria",0
12471,"Ainda nao utilizei o produto, mas chegou no prazo. ",1
12472,O CORREIO ME ENTREGOU SOMENTE UMA CORTINA SENDO QUE NA NOTA FISCAL CONSTAM DUAS E PEDI DUAS.,0
12473,"Recomendo a todos que comprem nessa loja
",1
12474,muito bom o produto e a empresa entregou antes do prazo tudo ok com o produto bem embalado ,1
12475,"Eu sempre recebi meus produtos dentro do prazo más dessa vez não sei o que aconteceu que ja paguei pelo produto e não recebi 
Decepcionada ",0
12476,"Vendido como tapete de yoga, sendo que não tem o tamanho mínimo para tal prática, se forem dignos e pessoas de acordo com os direitos dos consumidores vão me devolver o dinheiro!!",0
12477,"SERVIÇO EXCELENTE, MERCADORIA ENTREGUE ANTES DO PRAZO INFORMADO",1
12478,Confiável e Rápido,1
12479,Ótima qualidade,1
12480,"Entrega super rapida e conforme combinado,",1
12481,"Nao recebi a cadeirinha de carro, apenas o tapete apenas o tapete.",0
12482,Entregou antes do prazo muito bom. ,1
12483,Ótimo! A empresa entregou antes do prazo combinado e o produto é de excelente qualidade.,1
12484,Não gostei apenas por que a entrega é feita pelos correios. ,0
12485,"Chegou o produto atrasado, faltando outro. Falta chegar os demais. O cliente está zangado.",0
12486,Ainda considero no prazo devido ao feriadão.,1
12487,Porém faltou uma embalagem descente! Vieram jogadas dentro da caixa de papelão ,0
12488,Excelente! Super indico!,1
12489,Nada a declarar,1
12490,chegou bem antes do prazo,1
12491,"Achei muito bonita
",1
12492,"Entrega rápida, material de ótimo acabamento.",1
12493,Produto maravilhoso e foi entregue antes da data prevista ,1
12494,"Gostei do produto, mas veio sem embalagem com característica do produto. Se for p/ presentear alguém (como no meu caso)Não recomendo! ",0
12495,Eu recomendo,0
12496,Muito bom ! ,0
12497,"Chegou no prazo certinho
Eu recomendari simm,produto perfeito",1
12498,O stark esta de parabéns...,1
12499,O pacote estava aberto e o regador da mangueira danificado com a alavanca saindo do lugar,0
12500,A entrega poderia ser em 5 dias. O preço compensa.,1
12501,"Já tive problema sério c a lannister.com. Telefone sem fio entregue fora do prazo, ?envio em tal data? e nada de enviarem.Mas a presente compra foi sem problemas,produto correto, prazo cumprido!Grata",1
12502,Meu produto chegou antes dos prazo.,1
12503,"chegou muito rápido,faltou apenas o certificado de autenticidade, que necessário caso precise utilizar a garantia. ",0
12504,Muito bom comprar nesta loja a entrega foi boa e o preço foi bom também,1
12505,Antes do prazo!,1
12506,PRODUTO DE ÓTIMA QUALIDADE E RECEBIMENTO NO PRAZO COMBINADO.,1
12507,"O produto não veio com qualquer manual, mesmo que em inglês explicando seu funcionamento. No mais o produto é satisfatório.
",1
12508,"Recebi meu produto bastante rápido, comprei em um dia e recebi no dia seguinte. Maravilha!!!!!!!",1
12509,não recebi o produto !! pode ser problema do correio?,0
12510,"Infelizmente, não estão fazendo entregas no meu CEP. Devido á isso, tenho que dar o CEP do endereço da minha irmã, que é onde estão entregando. Sou cliente a bastante tempo. Fico triste com isso ! ",0
12511,"Recomendo, veio como na descrição, perfeitas condições, mto bonito o produto.",1
12512,otimo,1
12513,"Compra rápida e sem problemas!
Produto de alta qualidade, recomendo",1
12514,Gostei dos brincos das embalagens de tudo muito lindo mesmo !!! Mandem outras opções de brincos pro meu email !!!,1
12515,"Recebemos o produto faltando peças.
MANDAMOS E-MAIL FAZENDO CONTATO E NÃO OBTIVEMOS RETORNO. ",0
12516,Ainda nao recebi,0
12517,"Comprei 5 itens, me chega 1 item que nem rastreio tem no site lannister e o vendedor vêm me perguntar se recebi o lote os 5 itens...fico preocupado com minha compra ao me colocarem nessa posição...",0
12518,gostei compraria novamente ,1
12519,O produto veio como pedi!,0
12520,O canudo do borrifador do perfume Individuel da Mont Blanc não alcança o final do frasco. Os dois que comprei vieram com este defeito. ,0
12521,"Recomendaria a loja por outros produtos que comprei, mas essa armação de óculos é de tão má qualidade, extremamente fraco, que não vou poder usá-lo. A armação é mole, não vale um centavo.",0
12522,"o produto chegou antes do prazo, isso não me causou surpresa pois já estou acostumado a comprar no shop time. recomendo a todos",1
12523,"Não recomendo a loja pq demorou muito a entrega. E quando compramos é pq é
Já estamos precisando",0
12524,vou receber ainda ? Como fica o pagamento ?,0
12525,Otimo,1
12526,"Passei o endereço certo e colocaram errado , confirmei tudo certinho mais mesmo assim nada , o produto volto pra onde veio e eu ja tinha parcelado a compra achei muiitan sacanagem ",0
12527,"liguei para reclamar, foi aberto um protocolo, a lannister ficou de me ligar para dar uma posição e ate o presente momento não recebi nem a explicação e nem o produto
grata pela atenção
",0
12528,O produto veio com muito cheiro de tinta.,1
12529,São lindas como na foto,1
12530,Meu jogo de tapetes veio super rápido e de ótima qualidade.,1
12531,"Tudo conforme anunciado, recomendo",1
12532,Recebi todos os pedidos antes da data.,1
12533,COMPRA TRANQUILA.,1
12534,Chegou bem antes do prazo! ,1
12535,"Entrega anterior a data prevista e produto de qualidade... medidas, resistência, acabamento em suas costuras e enchimento.Juntamente adquiri puffs p o casal no site das lannister com mesma estampa...",1
12536,"Marcas riscadas nas laterais e nos polos da bateria estava corroída de ácido, aparência de usado e a velho.",0
12537,Atende as espectativas,1
12538,Entrega no prazo excelente recomendo ,1
12539,"Produto entregue sem defeito e dentro do prazo, mas o produto não é bom; a base é de plástico e muito ruim, as argolas são ruins também.",1
12540,A capinha é excelente. Material muito bom. Emborrachado internamente. Muito bom mesmo. Bonita e resistente. Só o preço é salgado mas é compatível com o valor do S7 Edge.,1
12541,"Produto de ótima qualidade. ... econômico. ..
Superou a expectativa. .. ilumina bem o espaço. ..",1
12542,Sempre que compro ma's Lojas lannister sou bem atendida,1
12543,Agora é testar para avaliar se é de qualidade. Mas até agora tudo certo.,1
12544,"Ótimo recebi perfeitamente! 
Muita satisfeita!
Recomendo!",1
12545,"Comprei e chegou antes do prazo, tudo perfeito. adorei!",1
12546,"Organização, rapidez, competência, tudo de Bom! Parabéns!",1
12547,Loja confiável,1
12548,Muito bom,1
12549,Já compro há algum tempo e sempre chega tudo antes do prazo.,1
12550,Chegou antes do prazo de entegra . ,1
12551,Muito bom,1
12552,"Ao expressar minha opinião, deixo claro que a satisfação do produto recebido em tempo acordado e em boas condições é o que se espera de uma empresa conceituada como a lannister. Parabéns lannister!",1
12553,Produto em perfeito estado,1
12554,excelente compra recomendo a todos,1
12555,O produto não deveria constar disponível se não está.,0
12556,"O quadro é bem bonito, só parecia maior ",1
12557,"não posso confirmar a entrega da mercadoria pois estou viajando só retorno dia 18/6, vou ligar para saber se foi entregue pois tem uma pessoa para receber, mas já ocorreu entrega em outro endereço.",1
12558,"Produto ótimo, entregue dentro do prazo. 
Super recomendo.",1
12559,"Linda !material resistente, tamanho ideal!perfeita e preço bem acessível! lannister sempre de parabéns! Entrega sempre no prazo!",1
12560,"Recebi o meu pedido alguns dias da data prevista.
Chegou em boas condições.",1
12561,A voltagem que pedi era de 220...E não 110 como veio,0
12562,ta funcionando bem,1
12563,"Comprei dois e só chegou um, mandei mensagem e nada de resposta sobre o outro transformador. ",0
12564,"O produto chegou antes do prazo, muito bem embalado. Igual ao que mostrava na foto. Excelente!!!!",1
12565,"Recebi só 1 de 2 pedidos com o mesmo rastreamento,estou no aguardado para solucionar esse problema.",0
12566,Recebi o tamanho errado! Ja mandei 2 emails reclamando e vocês nao responderam. O telefone não reconhece nem meu pedido nem meu CPF (apesar de eu ter digitado diversas vezes corretamente). Péssimo ,0
12567,"o produto atrasou demais na entrega e além disso a entrega não foi completa, pois faltou um cartucho de tinta colorido....INSATISFAÇÃO é o que define de forma educada minha avaliação.",0
12568,"Não recebi produto, encaminha produto no endereço Rua 2 Qd 04 Lt 07 Vila Matilde Goiânia/Go CEP 74780-610",0
12569,"Não recebi o produto que eu escolhi no site, mas achei digno a empresa mandar uma carta explicando o motivo. Por isso não irei trocar. Super recomendo.",1
12570,"Efetuei a compra de duas cortinas, mas recebi somente uma.",0
12571,"Infelizmente o lojista teve a péssima ideia de colocar suas vendas pelos Correios. Tive que ir a agência da mesma, e perder mais de 3 horas para retirar minha compra. UMA BAGUNÇA.",0
12572,"entrega rápida, ótimo produto, recomendo.",1
12573,"Como podem emitir uma nota com os dois produtos e só enviarem 1 pedi a troca explicando o.motivo ,mas até agora nada",0
12574,Ok,1
12575,Chegou no prazo !,1
12576,"bom,chegou dentro do prazo,estou satisfeito.",1
12577,Ótimo chegou bem rápido,1
12578,APESAR DOS CONTRATEMPOS SOBRE O SITE DOS CORREIOS NÃO INFORMAR O TRAJETO DO PRODUTO... TUDO FOI CONFORME O PLANEJADO E ENTREGUE DENTRO DO PRAZO ESTABELECIDO.,1
12579,"Muito bom,eu recomendo.",1
12580,Produto tem um bom custo beneficio.,1
12581,Preço ótimo pela qualidade,1
12582,Produto entregue no prazo é em ótimas condições,1
12583,Um dos produtos não chegou. Recebi apenas o mosquiteiro e não o segura neném. Pensei que as duas encomendas estivessem juntas. Continuo aguardando. O mosquiteiro chegou em perfeitas condições.,0
12584,Loja excelente.,1
12585,Produto entregue antes do prazo. Produto otimo coforme especificado.,1
12586,entrega rápida e eficiente,1
12587,Lindo recomendo ,1
12588,"Parabéns, recebi o produto antes do anunciado. ",1
12589,O PRODUTO CHEGOU EM PERFEITA QUALIDADE E ANTES DO PRAZO AMEI!,1
12590,Ótima compra,0
12591,"Entrega feita antes do prazo e produto veio em bom estado, gostei muito.",1
12592,"Me deslocar para retirar o produto nos correios . Não consegui rastrear o produto é isso gerou desconfiança qdo e se receberia. Um email se referiu a problemas na entrega, sem explicaçoes claras.",0
12593,Bom produto!,1
12594,Não tenho como avaliar fornecedor até o momento ,0
12595,Só demorou um pouco,1
12596,Prazo de 40 dias e ainda sim passa do prazo,0
12597,Bom,1
12598,"1 mês e ate hj minha encomenda não chegou e o vendedor nem se quer deu satisfação explicando algo mandei 4 reclamação e nada dele responder,",0
12599,"Recebi meus produtos antes da data marcada e veio exatamente o que eu pedi, muito boa a compra pela internet.",1
12600,Produto entregue antes do previsto ,1
12601,comprei um termostato e não aquecedor,0
12602,Responsabilidade cem por cento.,1
12603,"Não entregaram no prazo, já tá com mais de 30 dias, uma mísera tesoura. Eu tive que comprar uma por aqui. Pq a empresa não se comprometeu nem de manda uma email pra me tranquilizar. ",0
12604,"Não vale a pena, produto muito aquém do esperado ",0
12605,"Além do atraso do produto, veio sem manual de instrução e como sou leigo, tenho de me virar para instalar o transformador",0
12606,Recebi antes do prazo.,0
12607,produto entregue e em boas condições,0
12608,Todo o processo efetuado dentro do combinado e prodito atende o que promete ,1
12609,"Apenas uma observação comprei 2 unidades do mesmo item e paguei dois fretes. 
Se fosse itens diferentes ou maior que necessite de fretes diferentes ou datas de entrega diferentes poderia entender.",1
12610,O produto chegou antes do previsto veio certinho conforme o descrito no site e veio bem embalado.,1
12611,"TODOS OS SETORES ESTÃO DE PARABÉNS, CONTINUEM ASSIM COM ESSE TRABALHO, POIS O SUCESSO VEM COM UM PASSO APÓS O OUTRO.",1
12612,Parece bom mas não é aquilo tudo é aquele tecido que tem q toma cuidado para não pucha fio.mas ainda não pendurei pra ver como fica.,1
12613,Tudo certo,1
12614,muito bom e rapido gostei,1
12615,Chegou corretamente isto é importante da confiança ,1
12616,Produto bom.,1
12617,excelente recebi em 2 dias ,1
12618,Produto entregue em perfeito estado.,0
12619,OTIMA LOJA,1
12620,Recomendo sempre ,1
12621,Goste e Ótimo entregá ante do prazo ,1
12622,o produto chegou no tempo previsto o site é confiável parabéns,1
12623,Produto de boa qualidade e a entrega foi muito antes do prazo!,1
12624,"gostei muito do produto,sem problemas ....",1
12625,NADA A DIZER ,1
12626,"Peço por favor verificar a entrega do pedido, pois não recebemos.",0
12627,Produto lindo! A entrega veio com 14 dias de antecedência...super recomendo! ,1
12628,"A luminária é bonita, tamanho certo, a única coisa foi que não veio o parafuso de ajustar altura do fio, sorte que tinha em casa.",0
12629,"Chegou uma correspondência e no dia segui te chegou a outra, logo achei que tinham mandado apenas 1 mas deu tudo certo.",1
12630,Único ruim é o prazo de entrega que é primordial. Não recomendaria por conta do longo prazo pra entregar uma simples pelicula.,0
12631,Muito bem atendido,1
12632,"Então,o produto veio corretamente, mas a nota fiscal veio com um valor muito diferente do que foi pago .
Paguei no total 95 reais a nota veio com valor de 8,00.
",0
12633,Comprei o cartucho esperando que fosse original. Faltaram informações / esclarecimentos de que se tratava de um produto compatível. ,0
12634,"Relógio lindo, chegou no prazo, bem embalado, recomendo a compra, comprei pelo parceiro targaryen.",1
12635,O produto foi entregue antes do prazo! Parabéns!,0
12636,Produto chegou bem embalado e protegido. Parabéns a loja pelo cuidado.,1
12637,loja pessima ,0
12638,"Produto show. Entrega muito rápida!
Recomendo!",1
12639,Pedido entregue 7 dias antes do previsto ,1
12640,É uma ótima capa e vem com a pelicula,1
12641,"Os orifícios da capa para conexão do cabo P2 (3,5 mm) e do microfone não correspondem ao celular.",0
12642,Comprei o livro em questão e recebi outro no lugar... decepcionada!,0
12643,"Produto de qualidade, entregue no prazo, e bem embalado.",1
12644,Produto original com garantia e eu já testei a panela de pressão com visor é muito boa e linda,1
12645,"Recebi um produto que não tinha nada haver com o que eu escolhi, totalmente diferente, estava contando com o jogo de tapetes para enfeitar minha casa, para receber toda família no Natal.",0
12646,Ainda não recebi meu produto,0
12647,"Produto chegou muito rápido, bem embalado. Recomendo está loja.",1
12648,Otimo produto veio do jeito que imaginei,1
12649,"Recebi o produto no prazo certo, mas está com defeito, não está funcionando! ",0
12650,"Muito bom recomendo é Econômica boa de usar na pia, minha esposa gostou da torneira. ",1
12651,Produto ótimo!,1
12652,Recebi o produto em perfeito estado e bem antes do prazo.,1
12653,"Até o presente momento não recebi o produto. Mais de 60 dias e nada do produto. Já entrei em contato por duas vezes com a baratheon, e não obtive nenhuma explicação. Quero uma solução para o problema. ",0
12654,"Apenas deixa a desejar o correio, pq na falta de alguém em casa para receber não deixaram aviso da tentativa.",1
12655,Entrega realizada maravilhosamente 10 dias antes do prazo.,1
12656,"Muito rápida mesmo com paralisação dos caminhoneiros não atrasou a entrega.
Gostei muito. ",1
12657,tudo ocorreu com prometido e esperado. recomendo com empenho.,1
12658,Porém na foto tem três buchinhos e só veio 1..a foto confundi e o produto muito pequeno.,0
12659,"produto de qualidade entregue antes do prazo estipulado, como de costume.",1
12660,"Pedi dois kits proteção para J5 prime e só chegou um, porém no site diz que já foi entregue. espero resolução!",0
12661,"Produto chegou antes do prazo, super recomendo",1
12662,Entrega antes do prazo isso é ótimo para a reputação da loja,1
12663,Paguei por 6 cadeiras e entregaram apenas 5,0
12664,Vieram faltando 4 frascos!,0
12665,Ótimo compra recomendo,1
12666,encomenda 20 dias atrasada para ser entregue,0
12667,Satisfatório!,1
12668,pODENDO MELHORAR CADA VEZ MAIS,1
12669,Eu comprei duas unidades do mesmo produto é apenas uma delas foi entregue sendo que na nota fiscal está dizendo que foram os dois produtos entregue ,0
12670,Cumpre fiel a foto,1
12671,Recomendo,1
12672,"Recebi antes do prazo, e o produto funciona bem.",1
12673,Chegou antes do dia esperado. Muito bom.,1
12674,"O cartucho ""original HP"" 60XL não é reconhecido pela impressora, consequentemente não funcionou. Além de ter chegado com atraso de mais de 15 dias do previsto. Preciso que seja trocado. ",0
12675,"fidjvjvjfvvvopgifqwv,cvjkdjvvnlxnsfkerwgxodfewfjcjkvkvkdvbjfgopvmgovpog4329f0foji34-4fjvvdhfrhgccdvigrervirigvrghthvgf34gg3 v3t43 djg v frgkf34kefkvifh c krgi4yrvke fbrek0ughrg",1
12676,"Recebi o produto muito antes do prazo, satisfeita com o produto, recomendo. ",1
12677,preciso muito que me envie de volta o meu pedido,0
12678,"Muito boa ,as prateleiras tamanho e largura excelente!!!",1
12679,"Gostei do produto, pois era o que tinha visualizado e não tive problemas.. espero continuar sendo cliente e sendo bem atendida..
Gosto da praticidade e da agilidade nas entregas e da qualidade dos ´p",1
12680,Entrega super rápida!,1
12681,Recomendo ,0
12682,chegou tudo ok e ficou bom o capacete.,1
12683,O atendimento ocorreu dentro do esperado e sem surpresas. Recomendo.,1
12684,Gostaria de esclarecimentos acerca da entrega que está em atraso ,0
12685,"Gostei muito pelo comprimento do tempo de entrega,bem rapido 
Estão de parabens",1
12686,Rápido e de ótima qualidade ,1
12687,"Entrega não realizada, sem nenhun atendimento útil que nos informassem quando a entrega será feita, 100% de descaso e completa falta de comprometimento. Protocolos abertos sem resposta alguma. Nota 0!",0
12688,Muito bom recomendo comprar nesse site,1
12689,Entrega rápida. Produto ótimo,1
12690,Gostei e recomendo,1
12691,"Em relação à entrega e à loja, tudo certo. Só achei o dispenser muito frágil e pouco prático uma vez que é preciso bombear muitas vezes para que saia a quantidade adequada de pasta de dente.",0
12692,Utilizei a chapa é quando fui higienizar no caso sem água somente com papel toalha começou a soltar tinta... no mínimo ao aquecer ela deve ter soltado nas carnes que assai produto de péssima qualidade,0
12693,PRODUTO SHOW DE BOLA,1
12694,Meu produto não foi entregue. Recebi email que vieram na minha casa e não tinha ninguém. Eu passei o dia todo em casa e não apareceu ninguém ,0
12695,O puxador do ziper soltou na primeira colocação no colchão,0
12696,Ótimo produto ,1
12697,Produto conforme a descrição,1
12698,Otimo,1
12699,Super ágil na entrega e produto de qualidade.,1
12700,"Empresa 100% Confiável. Agilidade na entrega ,e produto de alta qualidade, minha Esposa amou conj.Ap de Jantar porcelanato 20pcs Casambient. Parabéns targaryen ",1
12701,"Entrega rápida, ótimo produto",1
12702,Recomendo,1
12703,"Demorou para chegar mas, veio em ordem. Recomendo o vendedor mas , não tem pressa em receber.",0
12704,Produto bom.,1
12705,Produto veio com defeito é não consigo e não consigo contados com nada para me ajudar a entrar em contato para efetuar a troca,0
12706,"Mesmo passando do prazo de entrega do produto, gostei do atendimento via internet via internet resolvendo o problema.",1
12707,O produto chegou certo e antes do prazo... recomendo,1
12708,Ainda não tive problemad,0
12709,"Muito bom o atendimento ,e muito seguro e grande confiabilidade , fui um atendimento vip.",1
12710,"Produto muito bom, e entrega rápida!",1
12711,Recomendo o produto e a loja. Parabens!,1
